r,v,p
1.28,14.83,171.18
1375.16,213.16,33.04
1.42,343.72,83247.95
28.6,3.21,0.36
2.0,260.75,34051.08
420.18,351.12,293.4
1.11,48.76,2135.81
1.02,2.3,5.2
32.88,21.06,13.49
3.61,2.42,1.62
120.76,31.99,8.47
146.44,1.61,0.02
64.56,85.95,114.42
507.43,172.37,58.55
162.51,45.37,12.67
2.37,5.23,11.54
0.96,308.58,99389.32
246.86,2.84,0.03
231.51,97.67,41.2
577.94,91.43,14.47
2.68,108.71,4412.8
3.18,2.02,1.28
59.73,3.43,0.2
1.82,2.52,3.49
5.84,39.0,260.4
422.08,12.38,0.36
8.0,4.22,2.23
0.55,15.27,424.69
110.48,464.74,1954.95
2.24,9.34,39.03
2.54,72.79,2088.0
0.57,1.75,5.35
60.41,228.5,864.33
52.84,113.19,242.47
1.11,79.62,5697.97
0.76,14.25,267.3
29.31,8.55,2.49
326.01,4.04,0.05
1362.72,21.37,0.34
0.93,334.58,120037.08
177.77,278.64,436.75
2.45,482.99,95345.85
0.66,4.17,26.24
8.03,33.19,137.17
58.36,5.79,0.58
73.3,17.1,3.99
0.75,253.63,85548.76
1098.88,26.38,0.63
0.79,1.79,4.08
3.03,3.3,3.59
18.07,20.42,23.07
1274.28,71.63,4.03
1859.73,38.41,0.79
0.5,486.31,471609.91
3.22,498.69,77264.37
31.98,94.15,277.17
158.57,307.93,597.96
116.04,369.54,1176.82
4.03,177.31,7807.57
2.57,120.82,5673.91
0.56,47.7,4042.02
543.25,19.84,0.72
11.57,66.76,385.14
649.2,1.54,0.0
7.33,9.07,11.21
264.39,8.1,0.25
0.89,3.73,15.59
418.63,157.14,58.99
809.93,31.75,1.24
4.5,450.32,45076.87
1.62,29.49,536.26
2.54,33.61,443.98
668.01,40.01,2.4
5.37,120.81,2718.5
3.41,80.3,1892.7
1678.67,118.95,8.43
129.54,185.28,265.02
497.39,98.56,19.53
245.42,6.71,0.18
11.12,1.79,0.29
640.67,444.63,308.58
65.7,7.7,0.9
116.67,42.17,15.24
7.47,2.87,1.1
1710.73,5.68,0.02
598.82,42.3,2.99
1.71,19.39,220.14
2.71,117.57,5096.21
248.55,445.05,796.89
0.62,1.65,4.39
8.08,360.63,16100.39
41.41,20.13,9.79
2.74,256.63,24074.52
698.41,75.32,8.12
798.3,71.63,6.43
1398.26,67.48,3.26
1.68,3.43,7.0
0.97,2.38,5.85
50.36,27.01,14.49
357.57,8.56,0.21
5.59,18.79,63.18
3.69,1.84,0.92
36.63,26.0,18.46
27.25,3.52,0.45
26.69,30.11,33.98
14.41,71.17,351.35
207.91,98.05,46.24
81.87,164.33,329.84
28.58,12.81,5.74
197.23,25.15,3.21
4.38,14.1,45.38
815.49,42.03,2.17
12.1,2.35,0.45
7.57,21.47,60.92
44.9,7.3,1.19
4.71,5.88,7.35
4.65,61.12,804.24
0.95,6.71,47.17
111.5,24.78,5.51
969.79,2.97,0.01
147.0,13.9,1.31
55.46,392.77,2781.54
183.18,12.83,0.9
1514.2,5.78,0.02
8.15,82.5,835.32
17.8,252.87,3592.83
5.37,37.86,266.99
0.57,159.06,44049.27
8.92,80.42,724.94
0.91,25.04,692.46
617.98,33.84,1.85
189.08,47.42,11.89
6.22,3.47,1.93
7.59,3.86,1.96
56.33,219.45,854.96
374.57,486.98,633.12
194.0,375.13,725.38
0.64,308.92,150281.38
337.02,289.08,247.96
747.46,494.11,326.63
1.05,24.29,559.91
297.01,72.31,17.6
4.03,57.82,828.77
2.11,147.14,10251.81
45.5,2.93,0.19
48.95,290.2,1720.57
24.84,4.0,0.64
885.77,39.28,1.74
3.71,46.35,579.25
74.02,429.81,2495.7
14.97,67.71,306.16
702.06,310.73,137.53
1.5,10.97,79.96
0.99,406.09,165808.59
1883.44,5.34,0.02
59.99,41.47,28.67
963.47,6.38,0.04
14.77,5.03,1.71
75.11,45.22,27.23
158.17,430.63,1172.43
1782.41,7.69,0.03
1.27,27.26,583.32
1.41,141.05,14136.19
38.33,18.91,9.33
0.79,11.96,180.22
208.64,2.25,0.02
1852.38,57.28,1.77
418.61,398.19,378.76
4.53,18.98,79.47
379.35,382.68,386.05
91.33,3.87,0.16
1.35,17.67,231.91
54.63,29.88,16.34
849.6,74.18,6.48
5.54,414.71,31059.81
118.34,2.05,0.04
0.71,8.79,109.56
505.67,25.58,1.29
2.76,19.99,144.82
77.85,251.19,810.47
38.65,11.18,3.23
47.14,92.52,181.58
4.1,374.47,34188.3
51.63,46.31,41.54
74.15,4.65,0.29
17.04,23.3,31.86
95.5,183.26,351.69
2.45,335.23,45882.04
35.1,6.06,1.05
190.96,11.99,0.75
10.58,3.08,0.89
15.13,109.05,785.82
1.95,74.49,2842.89
83.07,419.21,2115.42
1.39,15.07,163.07
31.84,9.26,2.69
2.86,5.64,11.1
2.5,57.26,1310.79
1.11,239.04,51618.08
9.69,268.55,7442.58
665.94,369.1,204.58
75.49,151.11,302.48
320.16,3.95,0.05
1.29,80.68,5033.26
6.72,3.95,2.32
12.55,2.04,0.33
626.29,312.06,155.49
123.64,17.53,2.48
29.22,3.26,0.36
6.04,11.18,20.67
273.12,6.91,0.17
792.07,71.88,6.52
42.91,134.37,420.75
0.72,24.75,854.86
4.77,1.71,0.62
242.89,349.36,502.5
12.45,2.95,0.7
89.86,6.51,0.47
38.76,4.86,0.61
930.3,22.71,0.55
6.38,4.3,2.9
20.22,1.82,0.16
0.86,2.47,7.12
396.73,117.4,34.74
7.46,186.28,4652.98
199.26,146.54,107.76
0.51,66.2,8546.27
666.07,5.04,0.04
1585.0,11.23,0.08
24.65,268.2,2918.16
27.37,40.57,60.13
83.01,24.84,7.43
1626.97,212.94,27.87
51.41,6.4,0.8
0.92,8.73,82.69
54.29,178.84,589.1
16.16,38.2,90.3
275.19,23.68,2.04
6.19,1.6,0.41
1068.93,107.18,10.75
380.97,13.51,0.48
7.5,3.38,1.52
9.27,44.78,216.43
36.66,2.09,0.12
1.14,195.5,33462.98
153.04,65.11,27.7
78.19,267.82,917.35
7.03,86.37,1061.22
99.37,126.73,161.62
1.13,362.64,116437.41
1343.74,11.11,0.09
0.87,2.52,7.28
7.65,5.47,3.91
1566.35,489.22,152.8
13.61,104.34,799.82
774.39,2.1,0.01
1.75,54.99,1730.04
0.87,4.72,25.64
1.23,171.74,24052.13
1586.21,63.32,2.53
1.04,7.51,54.07
111.32,371.06,1236.88
19.32,2.52,0.33
630.4,1.9,0.01
5.74,297.17,15378.7
0.64,58.61,5404.76
248.58,99.5,39.82
66.03,40.87,25.3
18.37,11.33,6.99
7.29,5.84,4.68
868.55,19.71,0.45
1.37,436.15,138538.14
1.61,11.22,78.02
0.57,3.34,19.71
0.91,7.75,65.87
612.28,1.89,0.01
361.2,2.38,0.02
1.17,7.95,54.02
322.04,1.64,0.01
101.88,482.45,2284.71
12.44,17.4,24.33
1.01,479.86,229062.83
73.91,132.93,239.11
529.09,52.98,5.31
16.38,65.9,265.11
16.89,282.2,4714.76
475.04,483.69,492.49
2.87,30.04,314.6
2.09,7.35,25.84
160.14,3.86,0.09
115.77,316.1,863.11
964.95,9.15,0.09
8.0,477.51,28509.68
2.67,19.49,142.18
17.52,22.39,28.6
12.06,9.38,7.3
1196.86,129.3,13.97
1009.82,1.57,0.0
17.43,4.86,1.36
15.3,119.92,939.71
20.04,166.7,1386.77
214.63,380.34,673.98
47.9,117.36,287.53
5.45,42.61,333.41
293.75,103.62,36.55
900.78,498.88,276.3
192.48,164.81,141.12
2.51,7.42,21.92
355.62,58.18,9.52
1824.87,50.14,1.38
146.87,462.8,1458.33
3.78,483.81,61926.73
0.52,3.47,23.03
12.22,6.4,3.35
24.71,4.09,0.68
945.37,1.83,0.0
85.33,359.54,1514.99
5.17,457.41,40478.76
155.1,50.4,16.38
1.07,2.12,4.19
2.94,25.36,219.03
240.25,35.4,5.21
5.88,5.21,4.62
0.65,375.18,217440.6
30.79,28.78,26.9
117.3,279.8,667.41
347.59,35.86,3.7
6.33,56.27,500.38
16.92,5.89,2.05
50.55,78.37,121.48
0.93,6.06,39.53
2.58,5.16,10.35
10.69,232.66,5062.83
4.59,18.5,74.61
23.82,8.94,3.35
110.4,2.98,0.08
43.95,7.19,1.18
307.41,66.18,14.25
90.18,22.85,5.79
5.63,14.57,37.72
1.35,66.68,3288.04
100.73,4.22,0.18
2.9,2.49,2.14
7.03,42.9,261.85
365.88,10.7,0.31
3.1,120.06,4652.64
43.28,1.84,0.08
1.1,37.09,1252.97
15.83,6.56,2.72
1698.19,405.49,96.82
1369.98,8.12,0.05
1284.28,21.92,0.37
69.63,3.64,0.19
5.76,135.53,3188.5
9.5,4.92,2.55
2.76,1.79,1.15
1.12,3.93,13.76
2.03,45.65,1027.45
24.1,36.03,53.85
0.63,4.04,26.02
1207.84,123.12,12.55
52.72,93.01,164.09
2.11,9.96,47.09
15.8,47.62,143.55
11.33,15.83,22.12
510.45,20.07,0.79
1.36,415.31,126985.32
17.68,108.24,662.86
182.45,33.17,6.03
11.05,296.15,7939.9
9.71,375.73,14545.25
8.42,110.71,1455.82
277.83,85.4,26.25
1.34,62.42,2896.74
609.35,5.83,0.06
0.9,21.27,502.41
7.05,8.13,9.38
12.6,62.6,311.05
13.08,166.82,2127.24
2.37,21.24,190.33
74.4,4.53,0.28
21.52,19.16,17.07
55.39,40.18,29.15
82.02,21.02,5.39
2.44,6.76,18.7
1032.56,344.33,114.82
488.67,218.0,97.25
481.87,379.5,298.88
41.12,155.79,590.32
449.63,3.21,0.02
91.04,8.33,0.76
20.98,13.79,9.06
256.67,162.83,103.29
72.44,2.51,0.09
0.51,94.34,17504.05
1950.89,1.88,0.0
17.67,195.59,2164.66
57.33,3.22,0.18
14.49,24.18,40.34
1.15,57.26,2854.35
504.81,424.67,357.26
143.74,291.02,589.2
482.32,1.6,0.01
27.68,290.4,3046.56
355.42,91.01,23.31
373.6,204.07,111.47
8.13,47.63,278.93
0.52,60.82,7151.34
625.14,6.89,0.08
2.31,151.8,9965.41
673.17,119.05,21.05
84.36,77.75,71.66
96.68,115.91,138.97
3.89,95.27,2336.0
14.1,171.76,2092.39
6.65,55.83,468.33
2.42,29.03,347.71
203.56,400.6,788.38
1.11,8.56,66.21
34.92,17.67,8.94
42.63,306.05,2197.22
1381.43,19.78,0.28
676.97,27.72,1.13
29.52,6.87,1.6
549.24,54.6,5.43
352.11,18.47,0.97
0.63,109.8,19133.11
1048.49,35.67,1.21
150.26,1.95,0.03
131.64,1.71,0.02
185.77,29.38,4.65
3.23,50.27,783.39
0.64,62.26,6086.06
3.42,12.94,48.93
363.99,199.04,108.84
70.88,72.87,74.91
10.01,180.69,3262.5
3.71,3.17,2.72
380.2,16.94,0.75
22.3,328.36,4835.54
79.89,307.39,1182.68
0.55,6.08,66.71
17.69,4.87,1.34
0.57,270.81,129050.58
343.03,10.22,0.3
3.95,460.31,53617.95
2.0,17.78,158.04
1086.17,2.45,0.01
0.58,15.87,433.79
2.58,6.38,15.79
3.67,2.53,1.75
460.0,133.57,38.79
180.61,20.48,2.32
1526.28,415.7,113.22
159.18,257.08,415.21
3.55,50.14,708.28
1.99,3.33,5.55
263.02,156.62,93.26
879.18,1.94,0.0
961.33,3.02,0.01
299.58,448.69,672.02
363.35,448.03,552.45
121.58,101.28,84.37
223.6,78.62,27.65
1.31,15.59,185.54
7.67,8.13,8.62
22.34,452.84,9179.56
123.57,4.79,0.19
15.98,13.16,10.84
11.21,5.21,2.42
53.59,135.63,343.29
13.17,6.74,3.45
0.91,12.08,159.86
1551.91,10.93,0.08
1084.08,47.38,2.07
0.69,285.28,117779.79
40.28,13.53,4.54
184.68,391.47,829.82
78.66,54.57,37.86
9.37,47.96,245.36
391.22,252.57,163.06
81.91,17.03,3.54
3.63,17.91,88.38
79.55,327.76,1350.38
4.88,3.96,3.22
70.03,3.4,0.17
283.2,19.91,1.4
6.15,9.7,15.32
5.21,341.66,22416.23
207.3,433.54,906.69
33.9,6.89,1.4
1.58,3.44,7.48
46.2,3.16,0.22
122.43,137.31,154.01
29.43,26.5,23.87
88.56,30.77,10.69
10.31,299.59,8706.5
725.95,200.32,55.28
3.66,53.46,780.99
5.16,20.74,83.38
306.01,329.87,355.59
0.81,4.3,22.87
1801.24,6.78,0.03
92.2,42.93,19.99
404.98,54.81,7.42
63.44,4.94,0.38
339.92,157.4,72.88
18.32,4.95,1.34
59.76,2.67,0.12
121.13,1.68,0.02
886.69,5.25,0.03
0.67,110.4,18270.66
1.23,193.51,30348.97
153.72,18.16,2.15
8.7,5.39,3.34
138.1,20.17,2.95
3.31,4.62,6.46
91.62,19.18,4.02
26.37,65.14,160.9
1.39,10.34,77.08
1113.84,7.38,0.05
356.87,462.57,599.58
325.42,47.18,6.84
161.93,2.19,0.03
0.6,11.52,222.24
32.86,2.01,0.12
253.5,2.23,0.02
3.02,3.84,4.89
82.26,2.67,0.09
1114.35,163.23,23.91
257.68,120.31,56.17
46.95,209.92,938.62
6.54,5.59,4.78
98.13,5.3,0.29
187.2,194.94,203.01
99.14,496.93,2490.75
263.05,72.94,20.22
5.07,277.93,15241.88
33.74,41.84,51.89
47.35,213.85,965.83
1.05,38.39,1398.95
2.16,12.27,69.62
6.36,23.57,87.35
0.74,4.42,26.3
3.47,180.57,9393.87
38.0,46.23,56.24
44.71,388.06,3368.52
3.96,7.64,14.74
1283.15,52.82,2.17
24.08,1.71,0.12
98.74,22.83,5.28
0.64,2.99,13.92
13.7,3.52,0.91
44.84,12.42,3.44
6.66,1.91,0.55
2.07,23.23,260.52
2.65,3.4,4.35
23.96,42.98,77.09
0.9,12.3,168.0
3.5,42.41,514.64
195.34,11.39,0.66
2.97,137.56,6375.56
1.32,13.25,133.04
1.0,79.43,6298.95
1821.5,10.82,0.06
1.03,333.93,108507.46
18.22,487.56,13049.55
34.66,186.67,1005.23
1490.84,3.55,0.01
810.52,20.99,0.54
3.59,43.97,538.59
1.01,27.11,728.02
18.9,4.45,1.05
1.15,16.18,226.72
686.66,37.5,2.05
171.4,13.29,1.03
1254.72,20.08,0.32
56.26,19.52,6.77
10.27,149.26,2168.98
31.79,1.75,0.1
1.9,50.26,1331.46
23.28,227.35,2220.46
1978.68,2.14,0.0
153.54,1.94,0.02
0.84,4.61,25.31
205.53,1.98,0.02
1.15,6.42,35.72
12.77,150.31,1769.56
339.7,10.65,0.33
1.45,73.0,3683.59
5.67,5.96,6.26
2.53,470.82,87779.93
680.94,8.26,0.1
1.71,4.03,9.52
42.55,1.79,0.08
4.91,2.07,0.87
33.58,367.49,4021.1
2.0,294.8,43372.84
267.8,38.2,5.45
103.63,6.91,0.46
0.72,238.9,79622.58
1294.66,2.16,0.0
823.22,15.43,0.29
5.91,181.47,5571.97
5.63,226.41,9108.8
31.41,27.86,24.72
84.93,1.89,0.04
5.59,93.64,1568.84
366.33,9.81,0.26
0.96,3.32,11.53
13.55,105.78,825.72
50.24,3.53,0.25
379.73,55.94,8.24
690.73,3.73,0.02
3.8,20.48,110.51
3.69,74.33,1496.19
10.6,1.81,0.31
17.34,180.39,1876.67
568.81,6.74,0.08
0.53,194.93,71372.66
146.63,455.57,1415.4
3.1,5.73,10.59
754.11,49.47,3.25
6.95,2.47,0.88
43.18,2.95,0.2
7.66,18.5,44.67
17.02,387.17,8809.39
38.03,308.34,2500.26
246.4,86.89,30.64
1.36,68.6,3456.65
9.28,100.24,1082.43
100.69,260.35,673.17
66.05,25.16,9.59
324.76,3.21,0.03
797.02,16.76,0.35
1.09,10.81,107.14
186.32,35.32,6.69
5.27,1.73,0.56
27.1,1.86,0.13
91.25,148.22,240.75
1.74,110.6,7014.95
8.86,126.29,1800.23
1640.13,206.09,25.9
1.55,13.68,120.77
1.0,138.62,19253.93
516.62,74.69,10.8
17.79,185.29,1930.02
134.78,485.8,1751.11
6.31,1.79,0.51
2.59,93.68,3385.14
2.91,5.35,9.83
2.53,116.54,5363.35
3.88,11.61,34.75
3.13,60.57,1171.35
426.54,14.54,0.5
41.68,2.53,0.15
5.85,20.76,73.7
8.75,162.4,3014.86
1409.34,3.94,0.01
2.3,10.8,50.76
781.83,61.24,4.8
225.41,136.24,82.34
81.03,10.91,1.47
88.51,20.03,4.53
16.69,15.39,14.19
19.04,21.75,24.85
368.56,2.14,0.01
416.63,32.47,2.53
57.06,9.83,1.7
293.42,39.19,5.24
413.84,11.63,0.33
7.86,2.82,1.01
87.97,43.24,21.25
18.57,7.91,3.37
1.13,52.99,2488.57
108.34,2.4,0.05
65.33,48.04,35.33
1.17,5.84,29.08
0.9,17.74,349.99
3.96,72.86,1339.06
502.32,132.6,35.0
0.85,5.93,41.5
22.76,9.06,3.61
2.21,40.12,729.03
4.1,3.08,2.31
296.68,13.79,0.64
579.29,2.9,0.01
61.55,7.33,0.87
643.32,3.33,0.02
610.21,376.64,232.48
3.14,11.88,44.99
105.28,2.16,0.04
318.09,19.98,1.26
52.47,90.37,155.65
399.42,108.73,29.6
92.06,13.33,1.93
5.29,178.13,5996.48
147.41,21.89,3.25
65.61,3.55,0.19
89.14,435.13,2124.03
1.1,247.43,55536.24
1.42,9.56,64.38
429.93,162.5,61.42
17.88,36.58,74.83
2.98,323.42,35085.7
1.08,22.3,461.06
4.43,6.51,9.57
5.78,55.09,524.65
1736.46,2.0,0.0
506.88,7.99,0.13
0.96,209.47,45780.74
248.27,64.2,16.6
53.74,60.35,67.77
3.33,11.51,39.85
244.45,4.48,0.08
0.64,142.81,31754.97
215.77,15.94,1.18
839.17,1.55,0.0
755.43,82.72,9.06
302.68,1.75,0.01
1163.93,3.07,0.01
176.53,345.54,676.37
148.8,8.48,0.48
0.62,42.89,2960.0
2.12,6.74,21.45
326.38,7.25,0.16
1959.0,2.68,0.0
195.98,2.43,0.03
61.31,161.55,425.65
2.29,3.61,5.68
1298.4,390.09,117.2
109.48,2.94,0.08
28.87,89.67,278.47
633.49,33.24,1.74
1357.53,104.51,8.05
10.86,9.77,8.78
36.05,34.94,33.86
1.3,266.14,54529.52
1433.59,6.15,0.03
1.36,5.71,23.99
1110.16,32.17,0.93
2.44,93.07,3552.31
938.5,46.96,2.35
21.29,85.95,346.96
67.86,120.24,213.06
0.67,10.66,169.13
13.17,25.1,47.85
29.94,4.09,0.56
0.54,218.04,87933.85
120.06,44.69,16.63
525.68,125.45,29.94
0.61,10.17,168.33
29.72,48.96,80.65
0.66,23.13,808.77
699.24,26.62,1.01
1.9,16.88,150.21
0.81,7.99,78.67
614.4,7.32,0.09
19.96,21.11,22.34
1.1,292.72,77671.6
107.85,3.92,0.14
174.01,127.09,92.82
55.74,196.01,689.32
7.86,5.46,3.8
16.9,82.37,401.39
1375.19,2.42,0.0
42.05,135.36,435.74
13.46,95.09,671.54
177.8,382.62,823.43
0.94,7.51,60.02
5.55,32.64,191.94
3.27,14.18,61.47
140.85,30.89,6.78
74.87,402.28,2161.51
271.96,41.35,6.29
17.23,5.07,1.49
2.12,163.13,12575.82
2.28,174.3,13337.07
818.33,5.03,0.03
0.93,488.9,256861.19
69.03,143.41,297.95
3.42,63.89,1194.99
2.96,26.5,237.58
1.13,9.38,77.87
1684.22,3.65,0.01
0.83,8.25,82.07
1.7,13.01,99.33
10.34,205.75,4095.79
21.92,221.86,2245.77
1329.86,199.84,30.03
3.71,457.77,56414.5
197.69,200.6,203.55
115.7,9.39,0.76
36.56,203.97,1137.91
4.54,57.15,718.98
1.83,70.88,2740.8
2.16,349.3,56441.66
8.82,3.49,1.38
1.56,1.55,1.54
1976.59,31.81,0.51
20.18,9.9,4.86
43.7,42.61,41.55
83.08,281.9,956.53
2.54,349.71,48220.14
27.18,26.91,26.65
0.84,209.01,51858.4
1548.7,1.81,0.0
25.24,3.33,0.44
0.64,6.75,71.31
71.92,79.15,87.1
1.15,53.92,2534.34
350.37,198.35,112.28
1358.36,2.65,0.01
1001.09,337.8,113.99
17.37,445.78,11438.44
184.39,3.96,0.09
1.82,13.47,99.65
0.94,244.1,63608.18
453.36,171.33,64.75
159.59,40.9,10.48
925.25,3.99,0.02
984.85,37.01,1.39
8.91,5.52,3.42
7.03,5.12,3.73
19.53,90.7,421.16
124.97,244.05,476.61
0.52,1.6,4.92
42.14,87.1,180.05
0.59,1.56,4.13
21.01,212.13,2142.35
0.99,24.35,599.15
52.98,3.2,0.19
6.78,15.19,34.03
26.55,84.2,267.04
1408.13,6.64,0.03
8.46,62.8,466.45
194.93,56.68,16.48
144.62,9.42,0.61
674.37,421.09,262.94
8.01,9.21,10.6
0.8,4.3,23.24
1567.62,119.14,9.06
10.1,16.82,28.02
2.49,2.04,1.66
980.88,333.73,113.54
2.43,292.75,35271.16
40.14,61.1,92.99
263.23,2.74,0.03
214.85,24.84,2.87
0.64,1.63,4.16
2.68,87.93,2884.94
793.19,3.57,0.02
49.15,176.4,633.08
149.41,65.36,28.59
14.06,1.87,0.25
241.68,26.89,2.99
5.5,5.04,4.63
3.43,11.4,37.95
1952.66,253.79,32.99
1.85,11.68,73.75
1713.51,114.95,7.71
1087.21,4.53,0.02
187.62,389.42,808.28
62.41,73.09,85.6
0.52,50.16,4846.94
97.12,1.51,0.02
302.86,27.09,2.42
218.19,27.6,3.49
2.08,32.31,501.18
45.75,238.02,1238.25
47.95,348.34,2530.43
112.38,28.82,7.39
492.13,244.39,121.37
163.7,2.38,0.03
1.61,296.42,54433.56
0.59,25.98,1152.65
1.55,15.6,156.69
0.7,349.95,175361.07
18.72,262.75,3688.28
5.26,29.48,165.19
0.53,9.76,179.4
0.97,14.13,205.14
13.52,95.99,681.52
1213.52,190.61,29.94
1915.56,287.17,43.05
0.76,298.15,117318.91
490.65,41.52,3.51
26.85,5.51,1.13
86.3,44.51,22.95
33.23,37.46,42.22
1069.3,2.63,0.01
26.45,81.55,251.4
2.01,178.66,15850.32
322.14,54.57,9.24
35.45,23.93,16.15
1.32,10.14,77.84
23.0,10.78,5.06
149.63,69.81,32.57
5.82,184.28,5839.06
963.72,201.49,42.13
576.2,1.65,0.0
55.53,335.76,2029.99
0.78,30.71,1201.93
63.08,41.72,27.59
15.7,4.34,1.2
202.82,15.59,1.2
4.58,1.71,0.64
76.03,55.25,40.16
49.67,9.86,1.96
39.51,1.77,0.08
1.31,24.46,457.59
29.08,5.46,1.02
48.12,5.28,0.58
1097.61,16.4,0.25
22.86,2.61,0.3
100.88,19.04,3.59
56.16,480.87,4117.36
2.52,40.73,656.94
2.31,152.32,10052.96
230.32,6.84,0.2
38.29,161.83,684.01
844.37,37.39,1.66
933.68,23.01,0.57
5.88,98.97,1666.9
1.16,23.95,494.27
8.68,42.98,212.94
0.87,15.82,287.04
325.91,5.16,0.08
1.68,4.59,12.52
660.16,160.77,39.15
15.67,10.46,6.98
5.04,1.77,0.62
32.02,339.02,3589.16
75.84,91.12,109.47
168.26,87.45,45.45
8.26,21.74,57.2
1736.56,493.53,140.26
16.6,497.01,14881.78
506.73,18.66,0.69
0.67,1.86,5.18
317.13,41.42,5.41
48.41,12.25,3.1
100.68,285.75,811.02
11.02,108.64,1071.19
45.87,63.01,86.57
1139.95,59.93,3.15
12.29,310.15,7827.66
1.2,7.88,51.68
196.92,2.48,0.03
33.01,20.13,12.28
16.97,38.77,88.58
316.75,2.73,0.02
52.96,6.11,0.7
94.02,27.32,7.94
1083.31,44.78,1.85
0.81,2.6,8.35
4.41,25.9,152.26
859.84,6.43,0.05
358.45,337.8,318.35
2.39,7.47,23.37
2.03,20.98,216.48
468.99,131.17,36.69
49.03,17.81,6.47
628.01,317.6,160.62
1010.47,2.87,0.01
0.89,11.49,148.32
1556.57,99.64,6.38
190.44,3.68,0.07
506.72,1.8,0.01
93.21,55.44,32.97
6.28,27.86,123.54
72.14,17.17,4.09
36.07,9.31,2.4
1138.57,97.6,8.37
49.91,9.52,1.82
0.63,264.48,110999.52
148.02,40.8,11.25
0.76,102.63,13851.54
1256.95,52.65,2.21
28.29,407.47,5868.05
1533.88,459.27,137.51
0.62,2.09,7.06
41.53,109.51,288.81
3.26,11.03,37.27
101.62,7.85,0.61
31.16,2.88,0.27
54.72,86.36,136.27
9.87,82.02,681.48
0.77,5.21,35.35
1.21,9.3,71.77
618.81,110.71,19.81
169.98,1.93,0.02
295.38,7.18,0.17
1.38,287.32,59688.1
0.75,10.47,145.85
0.58,24.49,1038.98
37.89,154.26,627.98
31.86,16.1,8.13
1.25,13.17,138.52
8.86,7.63,6.57
40.63,3.84,0.36
135.92,119.1,104.36
413.65,40.57,3.98
102.16,72.03,50.79
0.64,1.88,5.5
64.58,74.12,85.07
1.04,84.73,6925.36
54.18,132.59,324.51
11.31,38.36,130.16
5.37,30.32,171.09
27.17,8.11,2.42
11.83,342.55,9916.87
489.39,15.83,0.51
3.27,232.49,16519.82
1.55,4.45,12.72
517.39,212.75,87.49
3.76,4.24,4.77
0.65,207.18,65708.06
12.39,30.19,73.57
445.88,20.67,0.96
17.97,206.44,2371.34
24.67,18.36,13.67
0.74,3.66,18.07
182.06,2.6,0.04
8.65,14.09,22.96
210.62,26.34,3.29
15.11,4.58,1.39
39.52,26.05,17.17
66.43,1.87,0.05
2.56,20.15,158.55
5.73,2.58,1.16
64.3,13.83,2.97
460.52,22.68,1.12
1452.6,1.99,0.0
38.64,2.01,0.1
0.92,230.7,57660.83
1388.63,72.84,3.82
16.39,288.42,5075.02
1.17,6.05,31.32
1588.18,134.37,11.37
5.12,1.95,0.74
116.13,191.33,315.22
1.65,30.16,550.41
195.38,1.72,0.02
1643.28,65.78,2.63
1766.86,1.91,0.0
1.42,67.51,3200.33
293.7,11.52,0.45
123.53,15.96,2.06
385.4,274.29,195.21
7.93,121.34,1856.82
14.0,143.51,1471.22
8.52,94.87,1057.06
288.41,155.23,83.55
410.6,8.35,0.17
3.95,390.92,38655.4
57.83,2.44,0.1
1.42,11.56,94.05
0.56,198.57,70705.7
78.79,14.35,2.61
531.41,5.62,0.06
921.36,163.52,29.02
85.81,3.32,0.13
409.19,52.46,6.72
14.29,24.56,42.2
711.19,2.4,0.01
308.71,25.17,2.05
6.46,9.12,12.87
70.82,402.61,2288.69
0.76,155.3,31532.48
1.69,22.96,312.49
1284.9,14.03,0.15
0.54,259.07,123800.9
2.7,331.78,40800.38
1.58,453.16,129879.6
164.43,8.37,0.43
1.2,2.31,4.45
0.59,6.89,80.44
1123.69,21.23,0.4
696.15,10.38,0.15
9.78,151.62,2351.76
1.15,4.51,17.66
138.64,3.38,0.08
758.59,191.2,48.19
1620.78,229.01,32.36
1.47,15.36,160.28
72.6,165.31,376.37
17.78,68.93,267.31
1.83,292.17,46524.04
406.5,203.2,101.58
328.45,334.02,339.69
1491.73,248.8,41.49
1.02,5.86,33.82
3.63,3.26,2.93
478.57,30.56,1.95
13.28,4.39,1.45
25.9,60.58,141.71
79.75,235.17,693.48
14.8,1.65,0.18
0.67,16.79,420.45
74.91,5.69,0.43
3.34,5.78,10.02
1544.9,217.22,30.54
153.31,378.43,934.12
533.4,36.17,2.45
1370.19,67.79,3.35
0.85,42.42,2128.53
1.72,25.98,393.28
406.93,8.43,0.17
769.21,28.98,1.09
0.52,127.15,31051.26
1269.77,2.04,0.0
21.66,2.31,0.25
23.19,1.75,0.13
731.57,454.15,281.93
5.52,11.01,21.97
63.2,44.7,31.62
7.99,230.46,6644.18
1.28,329.84,84841.54
9.79,25.3,65.43
2.1,105.14,5264.11
37.63,33.41,29.67
40.49,1.68,0.07
18.8,386.81,7958.25
2.11,498.93,117768.85
1.34,427.28,136385.8
1.19,13.69,157.51
1.27,16.41,212.45
5.77,3.24,1.82
0.51,47.3,4405.84
0.84,2.31,6.36
24.75,12.31,6.12
2.28,2.0,1.76
4.44,2.06,0.95
9.37,10.18,11.06
0.69,5.34,41.09
3.1,70.67,1610.33
313.79,3.56,0.04
8.45,2.24,0.59
2.34,75.79,2452.7
